 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Aluminum.txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
     Al     13    100.00    100.00
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  65.00 MeV   3.327E+01  1.978E-01   11.78 um     4699 A      5802 A
  70.00 MeV   3.422E+01  1.862E-01   12.32 um     4781 A      5874 A
  80.00 MeV   3.594E+01  1.669E-01   13.37 um     5038 A      6001 A
  90.00 MeV   3.745E+01  1.514E-01   14.37 um     5260 A      6112 A
 100.00 MeV   3.877E+01  1.387E-01   15.34 um     5457 A      6211 A
 110.00 MeV   3.994E+01  1.282E-01   16.28 um     5636 A      6300 A
 120.00 MeV   4.096E+01  1.192E-01   17.19 um     5799 A      6381 A
 130.00 MeV   4.185E+01  1.115E-01   18.08 um     5949 A      6455 A
 140.00 MeV   4.263E+01  1.048E-01   18.95 um     6091 A      6524 A
 150.00 MeV   4.330E+01  9.886E-02   19.81 um     6224 A      6589 A
 160.00 MeV   4.388E+01  9.363E-02   20.66 um     6350 A      6650 A
 170.00 MeV   4.438E+01  8.896E-02   21.49 um     6470 A      6708 A
 180.00 MeV   4.484E+01  8.476E-02   22.32 um     6586 A      6763 A
 200.00 MeV   4.530E+01  7.752E-02   23.96 um     7000 A      6866 A
 225.00 MeV   4.536E+01  7.014E-02   26.00 um     7590 A      6985 A
 250.00 MeV   4.541E+01  6.411E-02   28.03 um     8135 A      7097 A
 275.00 MeV   4.528E+01  5.910E-02   30.07 um     8646 A      7203 A
 300.00 MeV   4.502E+01  5.485E-02   32.12 um     9132 A      7304 A
 325.00 MeV   4.466E+01  5.121E-02   34.18 um     9599 A      7401 A
 350.00 MeV   4.423E+01  4.805E-02   36.26 um     1.01 um     7496 A
 375.00 MeV   4.373E+01  4.528E-02   38.36 um     1.05 um     7589 A
 400.00 MeV   4.320E+01  4.283E-02   40.48 um     1.09 um     7681 A
 450.00 MeV   4.207E+01  3.868E-02   44.82 um     1.26 um     7862 A
