 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C (gas).txt

 Ion = Strontium [38] , Mass = 88.90745 amu

 Target Density =  1.9100E-04 g/cm3 = 2.7705E+19 atoms/cm3
 Target is a GAS
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    071.43    017.34
      C      6    028.57    082.66
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130.00 MeV   8.084E+01  1.823E-01  116.88 mm     3.12 mm     2.07 mm
 140.00 MeV   8.063E+01  1.713E-01  123.35 mm     3.25 mm     2.09 mm
 150.00 MeV   8.031E+01  1.617E-01  129.84 mm     3.38 mm     2.11 mm
 160.00 MeV   7.990E+01  1.531E-01  136.36 mm     3.51 mm     2.13 mm
 170.00 MeV   7.942E+01  1.455E-01  142.92 mm     3.63 mm     2.15 mm
 180.00 MeV   7.899E+01  1.387E-01  149.52 mm     3.75 mm     2.17 mm
 200.00 MeV   7.799E+01  1.268E-01  162.84 mm     4.20 mm     2.20 mm
 225.00 MeV   7.610E+01  1.147E-01  179.81 mm     4.84 mm     2.25 mm
 250.00 MeV   7.487E+01  1.049E-01  197.12 mm     5.43 mm     2.29 mm
 275.00 MeV   7.363E+01  9.670E-02  214.73 mm     5.98 mm     2.34 mm
 300.00 MeV   7.238E+01  8.976E-02  232.64 mm     6.49 mm     2.38 mm
 325.00 MeV   7.115E+01  8.380E-02  250.86 mm     6.99 mm     2.42 mm
 350.00 MeV   6.995E+01  7.863E-02  269.39 mm     7.47 mm     2.47 mm
 375.00 MeV   6.878E+01  7.410E-02  288.24 mm     7.93 mm     2.51 mm
 400.00 MeV   6.764E+01  7.009E-02  307.41 mm     8.38 mm     2.55 mm
 450.00 MeV   6.546E+01  6.331E-02  346.72 mm    10.06 mm     2.64 mm
 500.00 MeV   6.340E+01  5.779E-02  387.33 mm    11.59 mm     2.73 mm
 550.00 MeV   6.146E+01  5.320E-02  429.23 mm    13.02 mm     2.83 mm
 600.00 MeV   5.962E+01  4.932E-02  472.46 mm    14.39 mm     2.92 mm
 650.00 MeV   5.787E+01  4.600E-02  517.00 mm    15.71 mm     3.02 mm
 700.00 MeV   5.620E+01  4.312E-02  562.88 mm    17.00 mm     3.12 mm
