 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 08, 2022
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Mylar.txt

 Ion = Strontium [38] , Mass = 87.9056 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass
    Name   Numb   Percent   Percent
    ----   ----   -------   -------
      H      1    036.36    004.20
      C      6    045.45    062.50
      O      8    018.18    033.30
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / (mg/cm2)
 See bottom of Table for other Stopping units

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  37.50 MeV   4.374E+01  3.799E-01   11.31 um     4043 A      4832 A
  40.00 MeV   4.486E+01  3.607E-01   11.71 um     4094 A      4876 A
  45.00 MeV   4.687E+01  3.281E-01   12.48 um     4257 A      4954 A
  50.00 MeV   4.860E+01  3.013E-01   13.23 um     4401 A      5022 A
  55.00 MeV   5.011E+01  2.788E-01   13.95 um     4532 A      5083 A
  60.00 MeV   5.141E+01  2.597E-01   14.65 um     4651 A      5138 A
  65.00 MeV   5.255E+01  2.433E-01   15.33 um     4762 A      5188 A
  70.00 MeV   5.353E+01  2.289E-01   16.00 um     4866 A      5235 A
  80.00 MeV   5.515E+01  2.050E-01   17.31 um     5223 A      5318 A
  90.00 MeV   5.639E+01  1.860E-01   18.59 um     5541 A      5393 A
 100.00 MeV   5.735E+01  1.704E-01   19.85 um     5830 A      5460 A
 110.00 MeV   5.809E+01  1.573E-01   21.08 um     6097 A      5522 A
 120.00 MeV   5.865E+01  1.463E-01   22.30 um     6347 A      5580 A
 130.00 MeV   5.906E+01  1.368E-01   23.52 um     6583 A      5634 A
 140.00 MeV   5.935E+01  1.285E-01   24.72 um     6808 A      5685 A
 150.00 MeV   5.954E+01  1.213E-01   25.93 um     7024 A      5734 A
 160.00 MeV   5.965E+01  1.148E-01   27.12 um     7232 A      5781 A
 170.00 MeV   5.969E+01  1.091E-01   28.32 um     7434 A      5827 A
 180.00 MeV   5.990E+01  1.039E-01   29.52 um     7630 A      5870 A
 200.00 MeV   6.038E+01  9.503E-02   31.89 um     8347 A      5954 A
 225.00 MeV   6.001E+01  8.596E-02   34.86 um     9354 A      6053 A
 250.00 MeV   5.946E+01  7.856E-02   37.85 um     1.03 um     6147 A
 275.00 MeV   5.883E+01  7.240E-02   40.87 um     1.11 um     6239 A
 300.00 MeV   5.814E+01  6.719E-02   43.93 um     1.20 um     6328 A
 325.00 MeV   5.740E+01  6.272E-02   47.02 um     1.27 um     6416 A
 350.00 MeV   5.664E+01  5.884E-02   50.16 um     1.35 um     6503 A
 375.00 MeV   5.586E+01  5.544E-02   53.34 um     1.42 um     6589 A
 400.00 MeV   5.507E+01  5.243E-02   56.56 um     1.50 um     6675 A
 450.00 MeV   5.349E+01  4.734E-02   63.15 um     1.76 um     6847 A
 500.00 MeV   5.193E+01  4.320E-02   69.94 um     2.01 um     7020 A
 550.00 MeV   5.041E+01  3.977E-02   76.93 um     2.24 um     7196 A
 600.00 MeV   4.894E+01  3.686E-02   84.13 um     2.46 um     7375 A
 650.00 MeV   4.754E+01  3.438E-02   91.55 um     2.68 um     7558 A
 700.00 MeV   4.619E+01  3.222E-02   99.18 um     2.89 um     7745 A
 800.00 MeV   4.369E+01  2.866E-02  115.11 um     3.66 um     8135 A
 900.00 MeV   4.141E+01  2.585E-02  131.94 um     4.37 um     8546 A
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3970E+01                 eV / Angstrom
  1.3970E+02                keV / micron
  1.3970E+02                MeV / mm
  1.0000E+00                keV / (ug/cm2)
  1.0000E+00                MeV / (mg/cm2)
  1.0000E+03                keV / (mg/cm2)
  1.4505E+01                 eV / (1E15 atoms/cm2)
  4.0891E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
